Site Number,LastUpdated,Last Updated By,Municode,Site Name,Address,City,County,Municipality,State,Zip Code,Ownership Type,Ownership,PStatus,PI Number,Owner Name,Owner Organization,Authorized Representative,Auth Rep Relation to Owner,Owner Phone,Owner Fax,Owner Email,Owner Address,Owner Street,Owner City,Owner State,Owner Zip Code,Owner County,Municipal Contact Name,Department,Municipal Contact Title,Contact Relation to Owner,Municipal Contact Phone,Municipal Contact Fax,Municipal Contact Email,Municipal Contact Street,Municipal Contact City,Municipal Contact State,Municipal Contact Zip Code,Description,Additional Comments,Transaction Type,Transfer Type,Current Zoning,Proposed Zoning,Copy of Title Insurance,Block,Lot,X Coordinate,Y Coordinate,Coord,Development Plan Completed,Market Study Completed,Current Activity,Current Operations,Prior Operations,Acres,Size Range,Deed Restrictions,Easements,Buildings,Condition of Buildings,Square Footage,Total Buildable Space,Assessed Value,Sale Price,Lease Price,Tax Certificate,Annual Taxes,Tax Lien,Other Liens/Judgements,Traffic Study,Road Access,Waterfront Access,Airport Access,Public Transportation Access,Major Highway Name,Major Highway Interchange,Major Highway Miles Away,Local Highway Name,Local Highway Interchange,Local Highway Miles Away,Rail Type,Rail Name,Rail Station,Rail Miles Away,Public Water,Electric,Gas,Public Sewer,Telephone,Cable,Fiber Optics,Wetlands,Sensitive Ecosystems/Habitats,Endangered Species,Historic/Archeological Site,100 Year Flood Plain,500 Year Flood Plain,Environmental Report Copies,List Containing Site,Preliminary Assessment,Site Investigation,Remedial Investigation,Remedial Action Workplan,Voluntary Cleanup Program,Environmental Litigation,Remediation In Progress,Remediation Estimated Complete Date,Regulatory sign-off,Regulatory Sign-Off Description,Other Incentives,Low Interest Rates,HDSRF Grants,TIF,HDSRF Loans,USA Loans,USA Grants,Designated Redevelopment Area,Environmental Opportunity Zone,Tax Rebate or Abatement,Empowerment Zone (Federal),Urban Coordinating Council Neighborhood,Enterprise Community (Federal),Urban Enterprise Zone,Create Date,County_int_FK,Municipality_int_FK,Planning Area Designation,Authorized Representative Email,Authorized Representative Phone,RepresentativeAddress,RepresentativeStreet,RepresentativeCity,RepresentativeState,RepresentativeZip,SubmitterName,SubmitterAddress1,SubmitterAddress2,SubmitterCity,SubmitterState,SubmitterZip,SubmitterEmail,SubmitterPhone
2394,,Namibia Muid,0906,Hope VI Dwight Street Homes,n/a,Jersey City,HUDSON,Jersey City,NJ,07306,Public,Municipality,Pending Redevelopment,,Ê Ê,Jersey City Housing Authority,Michelle Richardson,Deputy Executive Director,2015476750,9999999999,mrichardson@jcha.us,,400 U.S. Route 1,Jersey City,NJ,07306,,Joan Pollock,Jersey City Housing Authority,Director of Development,,2015478987,2015476702,mrichardson@jcha.us,400 U.S. Route 1,Jersey City,NJ,07306,This site is part of the Hope VI Redevelopment plan for Jersey City. ,,,,Residential,,,"1323,1326,1329,1471.","13,14,9A,13A,14A,15A",,,0:0,Unknown,Unknown,Under used (not fully used),,,*,Unknown,No,Unknown,0,Poor to Fair,,,,,,No,,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,,,9999999999,,,,,,,,,,,,,
2397,7/7/16,Barry Ableman,0906,The Van Leer Site,100-135 Hoboken Ave,Jersey City,HUDSON,Jersey City,NJ,07310,Private,Corporation,Verified by DEP DataMine,,n/a n/a,Hoboken Brookstone,George Vallone,Partner,9999999999,9999999999,njbrownfields@njra.state.nj.us,,n/a,n/a,NJ,00000,,Daniel Gans,Hoboken Brookstone,Partner,,2017923814,9999999999,dgans@hbrownstone.com,n/a,n/a,NJ,00000,"This 8 acre former Chocolate Company facility is bordered by Hoboken avenue and is near to Hudson Bergen Light Rail, and the New Jersey Transit Rail Corridor. Development plans include several mid rise apartments.","LSRP 	JOHN C FERRANTE 	(973) 299 - 5200   Case Manager	GREULICH, GARY Phone	(973) 656 - 4465C3: Multi-Phased RA - Unknown or Uncontrolled Discharge to Soil or GW	1/15/1999	LSRP 11-20 CAOC	5/7/2012	 LSRP GW FEE	1/14/1999	 Spill Act Discharge	1/14/1999",,,Industrial,,,"705.5, 402","pl-2, pl-1",40 44' 06,74 02' 49,40 44' 06:74 02' 49,Unknown,Unknown,Under used (not fully used),,,9 ,6 – 10,No,Unknown,0,Poor to Fair,,0,,,,No,,No,Unknown,Yes,,Unknown,Unknown,Unknown,,,,,,,Commuter,Hudson Bergen Light Rail,,1,No,No,No,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Yes,Yes,Yes,Yes,Yes,Unknown,No,,Unknown,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
2400,,Kevin Shinn,0906,"Block 1977, Lot A3",376-382 Bergen Ave,Jersey City,HUDSON,Jersey City,NJ,07304,Public,Municipality,Verified by Municipality,,Ê Ê,Jersey City Redevelopment Agency,Barbara Netchert,"Executive Director, JCRA",9999999999,9999999999,Barbara@jcnj.org,,30 Montgomery Street,Jersey City,NJ,07302,,Max Benjamin,"JP Affordable Housing, Inc.",,,2012170855,9999999999,Maxbenjam@aol.com,152 Central Avenue,Jersey City,NJ,07306,Vacant Land,"JCRA intends to transfer this site to Forrest Senior Apartments, L.P.  The latter intends  to apply to the New Jersey Housing and Mortgage Finance Agency (NJHMFA) for Low-Income Housing Tax Credits (LIHTC) to build housing for seniors on this site.  Forre",Sale,,Residential,Residential,,1977,A3,608489.87,685535.33,608489.87:685535.33,Unknown,Unknown,Inactive (out of use),,Former site of 'People's Palace' community center (1951) and Catholic Youth Organization (C.Y.O.) pool and recreational center (1979).  Building demolished late 1990's? ,<1.0,.25 – 1,Yes,Unknown,0,Poor,,0,"Less than $250,000",,,No,,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
2431,,Kevin Shinn,0906,Barbara Place Terrace,238 Carbon Street,Jersey City,HUDSON,Jersey City,NJ,07304,Public,Federal Agency,Verified by Municipality,,Ê Ê,Jersey City Housing Authority,Joan Pollock,Director Development,2015478987,2015476648,jpollock@jcha.us,,400 US Highway #1,Jersey City,NJ,07306,,Gin Cohen,Michaels Development Company,Vice President,Developer,8565963008,8567978956,gcohen@irmmgmt.com,1 East Stow Road,Marlton,NJ,08053,"Barbara Place Terrace is located on a part of the former public housing site, Lafayette Gardens, which is presently undergoing phased redevelopment. Prior to the erection of the Lafayette Gardens public housing in 1941, the site was occuped by  HJ Heins C",,Lease,,Residential,Residential,No,2088.1,9,614333.102,685815.916,614333.102:685815.916,Yes,No,Abandoned,The site is now vacant land,The site was originally a commercial/industrial site developed as residential public housing.  The public housing became obsolete and substandard and was razed.  The site now sits vacant,6.2,6 – 10,Yes,No,0,Poor,0,0,"Less than $250,000",,,Unknown,,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
2436,, ,0906,Martin Luther King Drive and Oak Street,Martin Luther King Drive & Oak Street,Jersey City,HUDSON,Jersey City,NJ,07032,Public,Municipality,Nominated,,Ê Ê,City of Jersey City,Barbara Netchet,Director Housing & Economic Development Center,2015475606,2015476566,barbara@jcnj.org,,280 Grove Street,Jersey City,NJ,07302,,Ê Ê,,,,2015475606,2015476566,barbara@jcnj.org,280 Grove Street,Jersey City,NJ,07302,11 contiguous parcels of mainly vacant land,,Sale,,Unknown,Mixed Use,No,1972,"I, M.03, M.04, M.05,",609605.37,685107.55,609605.37:685107.55,No,No,Under used (not fully used),Vacant land,Not known at this time.  Prelminary Assessment will be completed by June 2006,0.2767,.25 – 1,No,No,1,Poor,Not Known,Not Known,Other,,,Yes,,No,No,No,2-Lane,No,No,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Unknown,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
2704,5/23/16,Barry Ableman,0906,900 GARFIELD AVE,900 Garfield Ave,Jersey City,HUDSON,Jersey City,NJ,07305,Private,Corporation,Verified by Municipality,,. .,"900 GARFIELD AVENUE, L.L.C.",.,.,9999999999,9999999999,DelisleB@jcnj.org,,15 MAPLE AVENUE,MORRISTOWN,NJ,07960,,Benjamin Delisle,Jersey City Redevelopment Agency,,,2017610819,9999999999,DelisleB@jcnj.org,66 York Street. Floor 2,Jersey City,NJ,07302,"This 18 acre project is a significant brownfield project. Once remediated by the responsible party, this site will become a new, vibrant, mixed income neighborhood with new streets, shops, parks and homes .","The N.J. Department of Environmental Protection is working with the developers and responsible party to remediate the site to residential standards. Meanwhile, planning and infrastructure studies are underway. 	Hampshire Devlopment",,,Other,,,2026A,1,610904.180,683648.628,610904.180:683648.628,Yes,Yes,Abandoned,,,18,16 - 25,No,Unknown,0,,,,,,,No,,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
2705,7/20/16,Barry Ableman,0906,880 Garfield,70 CARTERET AVE.,Jersey City,HUDSON,Jersey City,NJ,07304,Public,Municipality,Verified by Municipality,,Ê Ê,CITY OF JERSEY CITY,Barbara Netchert,"Director, Dept. of Housing, Economic Development & Comm",2015475070,9999999999,njbrownfields@njra.state.nj.us,,280 GROVE ST.,Jersey City,NJ,07302,,,CITY OF JERSEY CITY,,,2015475070,9999999999,njbrownfields@njra.state.nj.us,280 GROVE ST.,Jersey City,NJ,07302,"Case Manager	DOYLE, DAVID Phone	(609) 292 - 2173  C3: Multi-Phased RA - Unknown or Uncontrolled Discharge to Soil or GW	7/19/1990	 COPR	7/19/1990","Note: For Block 2026.1, Lot 3.B           Block 2026.1, Lot 2.A           Block 2026.A, Lot 3.A  - TAX LIEN FORECLOSURE      For Block 2026.1, Lot 4.A  - Dakota ST.(Vacated) This property includes the following addresses: 884 GARFIELD AVE.,880 G",,,Other,,,2026.1/2026.A,"2A,3B,4A/3A",611316.77,682857.73,611316.77:682857.73,Unknown,Unknown,Abandoned,,,9.4,6 – 10,No,Unknown,0,,,,"Greater than $1,000,000",,,No,,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
2706,,William Madayag,0906,Resources Site,SECAUCUS RD.,Jersey City,HUDSON,Jersey City,NJ,07302,Public,Municipality,Nominated,,Ê Ê,CITY OF JERSEY CITY,Barbara Netchert,"Director, Dept. of Housing, Economic Development & Comm",2015475070,9999999999,njbrownfields@njra.state.nj.us,,280 GROVE ST,JERSEY CITY,NJ,07302,,,CITY OF JERSEY CITY,,,2015475070,9999999999,njbrownfields@njra.state.nj.us,280 GROVE ST,JERSEY CITY,NJ,07302,Coming Soon...,,,,Other,,,1000,S,616337.575,702208.41,616337.575:702208.41,Unknown,Unknown,Abandoned,,,2.7,1 – 2,No,Unknown,0,,,,"Less than $250,000",,,No,,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,,,9999999999,,,,,,,,,,,,,
2707,,William Madayag,0906,Resources Site,SECAUCUS RD.,Jersey City,HUDSON,Jersey City,NJ,07302,Private,Corporation,Nominated,,. .,F.D.P. ENTERPRISES,.,.,9999999999,9999999999,njbrownfields@njra.state.nj.us,,P.O. BOX 1067,"SECAUCUS,",NJ,07096,,Linda Wills,New Jersey Meadowlands Commission,,,2014603879,9999999999,linda.wills@njmeadowlands.gov,One DeKorte Park Plaza,"Lyndhurst,",NJ,07071,Coming Soon...,"Additional property located at: ANDERSON ST.,PENHORN CREEK",,,Other,,,1000/1001/1002/1050,"103.A,108.D/1A.PL/11",616337.57,702208.41,616337.57:702208.41,Unknown,Unknown,Abandoned,,,94.6,76 - 100,No,Unknown,0,,,,"Greater than $1,000,000",,,No,,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,,,9999999999,,,,,,,,,,,,,
2708,,Pawna Avalani,0906,INSIDE SECAUCUS RD.,INSIDE SECAUCUS RD.,Jersey City,HUDSON,Jersey City,NJ,07302,Private,Corporation,Nominated,,. .,HOLLAND CO.C/O PUB.SER.GAS&ELEC.CO.,.,.,9999999999,9999999999,njbrownfields@njra.state.nj.us,,80 PARK PL.-TAX DEPT.T-6B,"NEWARK,",NJ,07101,,Linda  Wills,New Jersey Meadowlands Commission,,,2014603879,9999999999,njbrownfields@njra.state.nj.us,One DeKorte Park Plaza,"Lyndhurst,",NJ,07071,Coming Soon...,,,,Other,,,1000,105.D,,,0:0,Unknown,Unknown,Abandoned,,,1.3,1 – 2,No,Unknown,0,,,,"Less than $250,000",,,No,,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,,,9999999999,,,,,,,,,,,,,
2709,7/7/16,Barry Ableman,0906,390 New County Rd.,390 New County Rd.,Jersey City,HUDSON,Jersey City,NJ,07302,Private,Corporation,Verified by DEP DataMine,,. .,LEMONT VENTURES L.P.,.,.,9999999999,9999999999,njbrownfields@njra.state.nj.us,,15700 WEST 103RD ST.,LEMONT,IL,60439,,Linda Wills,New Jersey Meadowlands Commission,,,2014603879,9999999999,linda.wills@njmeadowlands.gov,One DeKorte Park Plaza,Lyndhurst,NJ,07071,"C2: Formal Design - Known Source or Release with GW Contamination	7/11/2006	LSRP 0-1 CAOC	10/19/2011	 MOA	7/11/2006	 Spill Act Discharge	10/19/2011",Irregular Lot size.,,,Other,,,1002,99.A,614422.46,688576.51,614422.46:688576.51,Unknown,Unknown,Abandoned,,,0,Unknown,No,Unknown,0,,,,"Greater than $1,000,000",,,No,,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
2710,,William Madayag,0906,Resources Site,SECAUCUS RD.,Jersey City,HUDSON,Jersey City,NJ,07302,Private,Corporation,Nominated,,. .,PUBLIC SERVICE ELECTRIC & GAS CO.,.,.,9999999999,9999999999,njbrownfields@njra.state.nj.us,,80 PARK PL.TAX DEPT.T-6B,Newark,NJ,07101,,Linda Wills,New Jersey Meadowlands Commission,,,2014603879,9999999999,linda.wills@njmeadowlands.gov,One DeKorte Park Plaza,Lyndhurst,NJ,07071,Coming Soon...,"Additional property at: ANDERSON ST.,INSIDE LOT,INSIDE PLOT,LEWIS AVE.&N.C.RDBlock: 1000 Lot: 104.C : Irrecgular size.",,,Other,,,1000/1001/1050/1100,"104.C,107,108,109,11",616337.57,702208.41,616337.57:702208.41,Unknown,Unknown,Abandoned,,,6.8,6 – 10,No,Unknown,0,,,,"Less than $250,000",,,No,,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,,,9999999999,,,,,,,,,,,,,
2729,,Kevin Shinn,0906,360 NEW COUNTY ROAD(Resources Site),360 NEW COUNTY ROAD,Jersey City,HUDSON,Jersey City,NJ,07302,Private,Corporation,Nominated,,. .,"SOUTHERN REGION INDUSTRIAL RLTY,INC",.,.,9999999999,9999999999,njbrownfields@njra.state.nj.us,,"110 FRANKLIN RD., SE",ROANOKE,VA,24042,,Linda Wills,New Jersey Meadowlands Commission,,,2014603879,9999999999,linda.wills@njmeadowlands.gov,One DeKorte Park Plaza,"Lyndhurst,",NJ,07071,Coming Soon...,"Additional property at: NEW COUNTY ROADBuilding classified as: CLASS II RR",,,Other,,,1002/1100/1101,"99.B/52.C/7.A,51.A",614644.66,688498.12,614644.66:688498.12,Unknown,Unknown,Under used (not fully used),,,39.5,51 – 75,No,Unknown,0,,,,"Less than $250,000",,,No,,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
2730,,William Madayag,0906,SECAUCUS ROAD(Resources Site)),SECAUCUS ROAD,Jersey City,HUDSON,Jersey City,NJ,07302,Public,Federal Agency,Nominated,,Ê Ê,UNITED STATES OF AMERICA,.,.,9999999999,9999999999,njbrownfields@njra.state.nj.us,,"475 L'ENFANT PLAZA, SW","WASHINGTON, D C",DC,20260,,Linda Wills,New Jersey Meadowlands Commission,,,2014603879,9999999999,linda.wills@njmeadowlands.gov,One DeKorte Park Plaza,Lyndhurst,NJ,07071,Coming Soon...,"Additional property located at: NEW COUNTY ROAD.Building Description for property located at Secaucus Road = Post Office LD",,,Other,,,1000/1100/1101,"104.A,105.C/52.D/7.B",616337.57,702208.41,616337.57:702208.41,Unknown,Unknown,Abandoned,,,10.1,6 – 10,No,Unknown,0,,,,"$250,000 to $1,000,000",,,No,,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,,,9999999999,,,,,,,,,,,,,
2731,,William Madayag,0906,PSE&G (,479 ST. PAULS AVE.,Jersey City,HUDSON,Jersey City,NJ,07302,Private,Corporation,Nominated,,. .,PUBLIC SERVICE ELECTRIC & GAS CO.,.,.,9999999999,9999999999,njbrownfields@njra.state.nj.us,,80 PARK PL.TAX DEPT.T-6B,Newark,NJ,07101,,Linda Wills,New Jersey Meadowlands Commission,,,2014603879,9999999999,linda.wills@njmeadowlands.gov,One DeKorte Park Plaza,Lyndhurst,NJ,07071,Coming Soon...,"Additional Property located at: 73 DUFFIELD AVE.,65 DUFFIELD AVE.,50 DUFFIELD AVE.,90,DUFIELD AVE.Land Description for: 65 DUFFIELD AVE.: Gas Plant50 DUFFIELD AVE.:ASD BLK 652L4B90,DUFIELD AVE.: ASD BLD 652L4E",,,Industrial,,,"647,649.A,652,656.A","9/1.PL/4.E,S/1.PL",613922.40,691529.17,613922.40:691529.17,Unknown,Unknown,Abandoned,,,24.5,16 - 25,No,Unknown,0,,,,"Greater than $1,000,000",,,No,,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,,,9999999999,,,,,,,,,,,,,
2734,,Kevin Shinn,0906,944 GARFIELD AVE.,944 Garfield Ave,Jersey City,HUDSON,Jersey City,NJ,07304,Private,Corporation,Nominated,,. .,"HIT OR MISS, INC. % M. WINOGRAD",.,.,9999999999,9999999999,njbrownfields@njra.state.nj.us,,2184 KENNEDY BLVD.,JERSEY CITY,NJ,07305,,Barbara Netchert,City of Jersey City,"Director, Dept. of Housing, Economic Development & Commerce",,2015475070,9999999999,njbrownfields@njra.state.nj.us,30 Montgomery Street,Jersey City,NJ,07302,Coming Soon...,"Additional property located at: INSIDE GARFIELD AVE.,942 GARFIELD AVE.,946 GARFIELD AVE.Note: Irregular land size.",,,Mixed Use,,,1948,"4.B,25.C,41.A,42.A",611450.45,684136.46,611450.45:684136.46,Unknown,Unknown,Under used (not fully used),,,1,1 – 2,No,Unknown,0,,,,"Less than $250,000",,,No,,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
2735,,Kevin Shinn,0906,75 CAVEN POINT RD.(Chromate Site),75 Caven Point Rd,Jersey City,HUDSON,Jersey City,NJ,07305,Private,Corporation,Nominated,,. .,LIBERTY NAT.DEVEL.CO.C/O APPLIED CO,.,.,9999999999,9999999999,njbrownfields@njra.state.nj.us,,5 MARINE VIEW PLAZA #500,Hoboken,NJ,07030,,Barbara Netchert,City of Jersey City,"Director, Dept. of Housing, Economic Development & Commerce",,2015475070,9999999999,njbrownfields@njra.state.nj.us,30 Montgomery Street,Jersey City,NJ,07302,Coming Soon...,"additional property located at: 74 CAVEN POINT RD.",,,Other,,,1494,"23,24",611399.08,679940.59,611399.08:679940.59,Unknown,Unknown,Abandoned,,,2.5,1 – 2,No,Unknown,0,,,,"$250,000 to $1,000,000",,,No,,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
2736,,William Madayag,0906,RICHARD ST.(Chromate Site),RICHARD ST.,Jersey City,HUDSON,Jersey City,NJ,07302,Public,Municipality,Nominated,,Ê Ê,CITY OF JERSEY CITY,Barbara Netchert,"Director, Dept. of Housing, Economic Development & Comm",9999999999,9999999999,njbrownfields@njra.state.nj.us,,280 GROVE ST.,JERSEY CITY,NJ,07302,,Barbara  Netchert,City of Jersey City,"Director, Dept. of Housing, Economic Development & Commerce",,2015475070,9999999999,njbrownfields@njra.state.nj.us,30 Montgomery Street,Jersey City,NJ,07302,Coming Soon...,"SEWER EASEMENT",,,Other,,,1494,2,608659.05,680112.04,608659.05:680112.04,Unknown,Unknown,Abandoned,,,3.3,3 – 5,No,Unknown,0,,,,"$250,000 to $1,000,000",,,Yes,,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,,,9999999999,,,,,,,,,,,,,
2737,,William Madayag,0906,CAVEN POINT RD.(Chromate Site),CAVEN POINT RD.,Jersey City,HUDSON,Jersey City,NJ,07302,Public,Municipality,Nominated,,Ê Ê,JERSEY CITY REDEVELOPMENT AGENCY,Barbara Netchert,"Director, Dept. of Housing, Economic Development & Comm",9999999999,9999999999,njbrownfields@njra.state.nj.us,,30 MONTGOMERY ST.,Jersey City,NJ,07302,,Barbara Netchert,City of Jersey City,"Director, Dept. of Housing, Economic Development & Commerce",,2015475070,9999999999,njbrownfields@njra.state.nj.us,30 MONTGOMERY ST.,Jersey City,NJ,07302,Coming Soon...,,,,Other,,,1494,22,611722.11,680309.04,611722.11:680309.04,Unknown,Unknown,Abandoned,,,0.2,Less than .25,No,Unknown,0,,,,"Less than $250,000",,,No,,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,,,9999999999,,,,,,,,,,,,,
2738,,Pawna Avalani,0906,INSIDE CAVEN POINT RD(Chromate Site),INSIDE CAVEN POINT RD,Jersey City,HUDSON,Jersey City,NJ,07302,Private,Individual,Nominated,,"CHRISTOPHER MUKA,","MUKA, CHRISTOPHER",CHRISTOPHER MUKA,Owner,9999999999,9999999999,njbrownfields@njra.state.nj.us,,134 RIDGE ROAD,LANSING,NY,14882,,Barbara  Netchert,City of Jersey City,"Director, Dept. of Housing, Economic Development & Commerce",,2015475070,9999999999,njbrownfields@njra.state.nj.us,30 Montgomery Street,Jersey City,NJ,07302,Coming Soon...,,,,Other,,,1494,2.1,,,0:0,Unknown,Unknown,Abandoned,,,1.1,1 – 2,No,Unknown,0,,,,"Less than $250,000",,,No,,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,,,9999999999,,,,,,,,,,,,,
