Work Type,Work Order #,Address,Street,Cross Street,Results,Completion Date,Work Order Date
SEWER MAINTENANCE,2015004223,,BROADWAY,,SPOT CHECK 2:20PM.  CALLED CREW TO WASH AFTER REFILLING WATER TRUCK NETS GOOD. CREW ARRIVED AT 2:45PM.  LEFT 3:20PM. MONITOR FLOATABLES UPSTREAM OF  NETTING CHAMBER.  WEATHER CONDITIONS MILD. ,7/6/2015,7/6/2015
SEWER MAINTENANCE,2015004224,,CLENDENNY AVE,,SLIGHT GRIT BUILDUP WILL WASH ASAP.  SPOT CHECK.  MONITOR FLOATABLES UPSTREAM OF  NETTING CHAMBER.  WEATHER CONDITIONS MILD. ,7/6/2015,7/6/2015
SEWER MAINTENANCE,2015004244,,CLAREMONT AVE,, VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ,7/6/2015,7/6/2015
SEWER MAINTENANCE,2015004245,,FISK ST,,NOT SCHEDULED GREASED EQUIPMENT.  VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ,7/6/2015,7/6/2015
SEWER MAINTENANCE,2015004246,,MINA DR,,NOT SCHEDULED GREASED EQUIPMENT.  VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ,7/6/2015,7/6/2015
SEWER MAINTENANCE,2015004247,,DANFORTH AVE,,"NO BARSCREEN, GRATING HANDRAIL & CONCRETE SLAB.   VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ",7/6/2015,7/6/2015
SEWER MAINTENANCE,2015004248,,DANFORTH AVE,,NOT SCHEDULED GREASED EQUIPMENT.  VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ,7/6/2015,7/6/2015
SEWER MAINTENANCE,2015004249,,DANFORTH AVE,,NOT SCHEDULED GREASED EQUIPMENT.  VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ,7/6/2015,7/6/2015
SEWER MAINTENANCE,2015004250,,BROWN PL,PRINCETON AVE, VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ,7/6/2015,7/6/2015
SEWER MAINTENANCE,2015004251,,PRINCETON AVE,, VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ,7/6/2015,7/6/2015
SEWER MAINTENANCE,2015004252,,BROWN PL,, NOT SCHEDULED GREASED EQUIPMENT.  VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ,7/6/2015,7/6/2015
SEWER MAINTENANCE,2015004254,,CLAREMONT AVE,CARTERET AVE,NOTE DELAYED IN TIME STOP TO USE RESTROOM PUBLIC LOCATION.  VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ,7/6/2015,7/6/2015
SEWER MAINTENANCE,2015004255,,MILL CREEK,,NOT SCHEDULED GREASED EQUIPMENT.  VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ,7/6/2015,7/6/2015
SEWER MAINTENANCE,2015004256,,GRAND ST,,NOT SCHEDULED GREASED EQUIPMENT.  VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ,7/6/2015,7/6/2015
SEWER MAINTENANCE,2015004257,,YORK ST,,NOT SCHEDULED GREASED EQUIPMENT.  VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ,7/6/2015,7/6/2015
SEWER MAINTENANCE,2015004259,,2ND ST,, VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ,7/6/2015,7/6/2015
SEWER MAINTENANCE,2015004260,,6TH ST,, VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ,7/6/2015,7/6/2015
SEWER MAINTENANCE,2015004261,,6TH ST,,NOT SCHEDULED GREASED EQUIPMENT.  VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ,7/6/2015,7/6/2015
SEWER MAINTENANCE,2015004262,,14TH ST,,NOT SCHEDULED GREASED EQUIPMENT.  VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ,7/6/2015,7/6/2015
SEWER MAINTENANCE,2015004564,,CENTRAL AVE,HAGUE ST,"USED 10-BLOCKS, 60-BRICKS AND 6-BAGS OF RAPID CEMENT TO PERFORM THE NECESSARY BRICKWORK INSIDE THE CATCH BASIN
",7/6/2015,7/6/2015
SEWER MAINTENANCE,2015004455,160,CRISTOPHER COLUMBUS DR,,"USED THE ELECTRIC EEL TO SERVICE THE SEWER.
",7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004456,216,SUMMIT AVE,,"USED THE ELECTRIC EEL TO SERVICE THE SEWER
",7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004457,,BALDWIN AVE,CLIFTON PL,"USED THE ELECTRIC EEL TO SERVICE THE SEWER
",7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004458,450,BRAMHALL AVE,,"USED THE ELECTRIC EEL TO SERVICE THE SEWER
",7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004459,60,SIEDLER ST,,"USED THE ELECTRIC EEL TO SERVICE THE SEWER
",7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004460,,GRAND ST,HARMON ST,"USED THE ELECTRIC EEL TO SERVICE THE SEWER
",7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004461,53,JORDON AVE,,"USED THE ELECTRIC EEL TO SERVICE THE SEWER
",7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004462,247,ARLINGTON AVE,,"USED THE ELECTRIC EEL TO SERVICE THE SEWER
",7/7/2015,7/7/2015
SEWER MAINTENANCE,2014007306,55,HAGUE ST,,"JETTED AND VACUUMED THE SEWER.
",7/7/2015,12/2/2014
SEWER MAINTENANCE,2015004930,,16TH ST,,"JETTED AND VACUUMED MANHOLE N424 TO N422
",7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004931,,16TH ST,,JETTED AND VACUUMED MANHOLEN426 TO N424,7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004932,,15TH ST,MOMMOUTH ST,"VACUUMED THE SEWER
",7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004933,,SUBURBIA CT,,"JETTED THE SEWER
",7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004934,,SUBURBIA TER,,"FLUSHED THE MAIN SEWER.
",7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004935,,KENNEDY BLVD,SOUTH ST,"JETTED AND VACUUMED THE SEWER
",7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004936,,BRAMHALL AVE,RANDOLPH AVE,"FLUSHED AND RINSED THE MAIN SEWER
",7/7/2015,7/7/2015
SEWER MAINTENANCE,2015002758,,4TH ST,MANILA AVE,"CLEANED AND PERFUMED THE NW AND SW CATCH BASINS.
",7/7/2015,5/13/2015
SEWER MAINTENANCE,2015004504,675,NEWARK AVE,,ON 7-6-15 USED 1/2 BUCKET OF 3/4 STONE AND 15-SHOVELS OF COLD PATCH TO FILL HOLE NEAR THE MANHOLE.  ON 7-7-15 USED 12-SHOVELS OF COLD PATCH TO FILL HOLE IN STREET,7/7/2015,7/6/2015
SEWER MAINTENANCE,2015004514,,BROADMAN PKWY,WEST VIEW CT,USED 12-SHOVELS OF COLD PATCH TO FILL HOLE IN STREET,7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004518,,FAIRVIEW AVE,MONTICELLO AVE,USED 12-SHOVELS OF COLD PATCH TO FILL HOLE IN STREET,7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004718,,MCADOO AVE,SPRING ST,"CLEANED THE SW AND SE CATCH BASINS
",7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004719,134 - 135,MCADOO AVE,,"CLEANED BOTH CATCH BASINS
",7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004720,,FOWLER AVE,MCADOO AVE,"CLEANED THE NE AND NW CATCH BASINS
",7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004721,187 - 188,MCADOO AVE,,"CLEANED BOTH CATCH BASINS
",7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004722,,CENTRAL AVE,PROSPECT ST,"CLEANED THE NE AND SE CATCH BASINS
",7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004723,,CENTRAL AVE,WAVERLY ST,"CLEANED THE NE AND SE CATCH BASINS.
",7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004725,,CENTRAL AVE,JEFFERSON AVE,"CLEANED THE NE CATCH BASIN
",7/7/2015,7/7/2015
SEWER MAINTENANCE,2015003445,272,SEAVIEW AVE,,"ON 6-26-15 CHECKED THE CATCH BASIN AND ITS NEEDS BRICKWORK.  ON 7-6-15 VACUUMED THE CATCH BASIN.  EXCAVATED SIDEWALK AND CATCH BASIN FRAME.  USED 15-BLOCKS, 15-BRICKS, 6-BGS OF CEMENT AND 20-SHOVELS OF SAND TO TO INSTALL NEW CATCH BASIN FRAME.  ON 7-7-15 ",7/7/2015,6/9/2015
SEWER MAINTENANCE,2015004226,,FISK ST,,SLIGHT GRIT BUILDUP.  SPOT CHECK NETS GOOD DONT NEED TO CHANGE. MONITOR FLOATABLES UPSTREAM OF  NETTING CHAMBER.  WEATHER CONDITIONS MILD. ,7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004228,,CLENDENNY AVE,,SPOT CHECK HARRIS & LOVELACE WASHED GRATING. 6:45PM - 8:00PM WILL RETURN TO REMOVE FLOATABLES CHANGE NETS. .  WEATHER CONDITIONS MILD. ,7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004230,,DANFORTH AVE,,NETS GOOD. MONITOR FLOATABLES UPSTREAM OF  NETTING CHAMBER.  WEATHER CONDITIONS MILD. ,7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004231,,MINA DR,,SLIGHT GRIT BUILDUP WILL WASH ASAP.  CALLED W. GOLDEN TO SCHEDULED NET CHANGE WILL WASH AT CHANGE.  MONITOR FLOATABLES UPSTREAM OF  NETTING CHAMBER.  WEATHER CONDITIONS MILD. ,7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004233,,DUNCAN AVE,,REMOVED FLOATABLES DOWNSTREAM.  SLIGHT GRIT BUILDUP.  SENT CREW TO CLAREMONT AVE TO PREP FOR NET CHANGE.   MONITOR FLOATABLES UPSTREAM OF  NETTING CHAMBER.  WEATHER CONDITIONS MILD. ,7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004235,,CLAREMONT AVE,,REMOVED FLOATABLES DOWNSTREAM.  MONITOR FLOATABLES UPSTREAM OF  NETTING CHAMBER.  WEATHER CONDITIONS MILD. ,7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004237,,CLENDENNY AVE,, MONITOR FLOATABLES UPSTREAM OF  NETTING CHAMBER.  WEATHER CONDITIONS MILD. ,7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004238,,FISK ST,,SLIGHT GRIT BUILDUP.  SENT CREW TO MINA DRIVE.   WEATHER CONDITIONS MILD. ,7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004263,,CLENDENNY AVE,,NOTE: RETURNED BACK TO PLANT TO HAVE A/C LOOKED AT OR CHECKED BY MECH CREG BLOWING OUT WARM AIR & SMOKE DELAYED TIME. NOT SCHEDULED GREASED EQUIPMENT.  VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE,7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004264,,CLAREMONT AVE,,NOT SCHEDULED GREASED EQUIPMENT.  VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ,7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004266,,DUNCAN AVE,,NOT SCHEDULED GREASED EQUIPMENT.  VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ,7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004267,,SIP AVE,,NOT SCHEDULED GREASED EQUIPMENT.  VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ,7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004268,,BROADWAY,,NOT SCHEDULED GREASED EQUIPMENT.  VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ,7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004269,,BROADWAY,,"NO GRATING, HANDRAIL OR CONCRETE SLAB.   NOT SCHEDULED GREASED EQUIPMENT.  VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ",7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004270,,VAN WINKLE AVE,,VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ,7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004271,,SAINT PAULS AVE,,VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ,7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004272,,MANHATTEN AVE,, NOT SCHEDULED GREASED EQUIPMENT.  VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ,7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004273,,SECAUCUS RD,,NOT SCHEDULED GREASED EQUIPMENT.  VISUAL INSPECTION DUE TO LIMIT MANPOWER FLOWING GOOD REGULATOR OPEN RETURN AT LATER DATE TO MAINTENANCE CHAMBER.  ,7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004563,,GRAND ST,SUMMIT AVE,"USED THE RATCHET MACHINE TO CLEAR THE CATCH BASIN
",7/7/2015,7/7/2015
SEWER MAINTENANCE,2015004463,173,RANDOLPH AVE,,"USED THE ELECTRIC EEL TO SERVICE THE SEWER
",7/8/2015,7/8/2015
SEWER MAINTENANCE,2015004465,241,RANDOLPH AVE,,"USED THE ELECTRIC EEL TO SERVICE THE SEWER.
",7/8/2015,7/8/2015
SEWER MAINTENANCE,2015004466,263 - 273,RANDOLPH AVE,,"USED THE ELECTRIC EEL TO SERVICE THE SEWER
",7/8/2015,7/8/2015
SEWER MAINTENANCE,2015004467,311,WHITON ST,,"USED THE ELECTRIC EEL TO SERVICE THE SEWER
",7/8/2015,7/8/2015
SEWER MAINTENANCE,2015004468,230,PINE ST,,"USED THE ELECTRIC EEL TO SERVICE THE SEWER
",7/8/2015,7/8/2015
SEWER MAINTENANCE,2015004469,655 - 671,SUMMIT AVE,,"USED THE ELECTRIC EEL TO SERVICE THE SEWER
",7/8/2015,7/8/2015
SEWER MAINTENANCE,2015004113,91 - 94,LEXINGTON AVE,,"CLEANED BOTH CATCH BASINS.
",7/8/2015,7/6/2015
SEWER MAINTENANCE,2015004135,,CENTRAL AVE,ZABRISKIE ST,"ON 6-29-15 CLEANED THE SW AND NW CATCH BASINS.  ON 7-2-15 VACUUMED THE CATCH BASIN.  ON 7-8-15 VACUUMED THE CATCH BASIN. USED 4-BLOCKS, 15-BRICKS AND 5-BGS OF CEMENT TO PERFORM THE NECESSARY BRICKWORK INSIDE THE NW CATCH BASIN.


",7/8/2015,6/29/2015
SEWER MAINTENANCE,2015004032,,CATOR AVE,NEW ST,"AS PER M.MEYERS, CHECKED THE AREA AND LOOKS LIKE PSE&G DID SOME WORK IN AREA, NO SIGNS OF CAVE-IN.
",7/8/2015,6/29/2015
SEWER MAINTENANCE,2015004937,,1ST ST,NEWARK AVE,"JETTED AND VACUUMED THE SEWER
",7/8/2015,7/8/2015
SEWER MAINTENANCE,2015004938,,16TH ST,ERIE ST,"JETTED AND VACUUMED MANHOLE 418 TO 416  AND MANHOLE 420 TO 418
'
",7/8/2015,7/8/2015
SEWER MAINTENANCE,2015004977,,SUMMIT AVE,,"VACUUMED AND FLUSHED THE MAIN SEWER.
",7/8/2015,7/8/2015
SEWER MAINTENANCE,2015004519,,CENTRAL AVE,HUTTON ST,"USED 1/2 BUCKET OF STONE AND 10-SHOVELS OF COLD PATCH TO FILL HOLE IN STREET
",7/8/2015,7/8/2015
SEWER MAINTENANCE,2015004520,,MERCER ST,JERSEY AVE,USED 30-SHOVELS OF COLD PATCH TO FILL HOLE IN STREET,7/8/2015,7/8/2015
SEWER MAINTENANCE,2015004526,,2ND ST,COLES ST,"USED 15-SHOVELS OF COLD PATCH TO FILL HOLE IN STREET.
",7/8/2015,7/8/2015
SEWER MAINTENANCE,2015004529,563,JERSEY AVE,,USED 15-SHOVELS OF COLD PATCH TO FILL HOLE IN STREET.,7/8/2015,7/8/2015
SEWER MAINTENANCE,2015004726,,CENTRAL AVE,RESERVOIR AVE,"CLEANED THE NE CATCH BASIN
",7/8/2015,7/8/2015
SEWER MAINTENANCE,2015003497,347 - 394,CATOR AVE,,ON 6-11-15 CHECKED THE CATCH BASIN AND DETERMINED THAT IT NEEDS BRICKWORK. ON 6-12-15 VACUUMED THE CATCH BASIN.  USED 3-BRICKS AND 2-BGS OF RAPID CEMENT TO PERFORM THE NECESSARY BRICKWORK INSIDE THE MANHOLE. ON 6-16-15 EXCAVATED A 3X4 SECTION OF STREET; T,7/8/2015,6/10/2015
SEWER MAINTENANCE,2015004295,,FISK ST,,REMOVED FLOATABLES DOWNSTREAM.  SENT CREW TO LUNCH.  RETURNED TO WSP TO DUMP NETS LEFT YARD 12:53PM.  RETURNED TO HAVE TRUCK CHECKED SOMETHING KNOCKING SENT CRFEW TO BROWN PL. WEATHER CONDITIONS HUMID. ,7/8/2015,7/8/2015
SEWER MAINTENANCE,2015004296,,MINA DR,,REMOVED FLOATABLES DOWNSTREAM.  CHAIN PENDING.  SLIGHT GRIT BUILDUP.  CHECKS CASHED PROCEEDED TO FISK ST.  MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER.  WEATHER CONDITIONS HUMID. ,7/8/2015,7/8/2015
SEWER MAINTENANCE,2015004297,,BROWN PL,,MONITOR FLOATABLES DOWNSTREAM AND UPSTREAM OF NETTING CHAMBER.  WEATHER CONDITIONS HUMID. SLIGHT GRIT BUILDUP.  USED EXTENSION JET GUN TO EXTENSION SCOOP NET TO WASH & SCOOP NCE. ,7/8/2015,7/8/2015
SEWER MAINTENANCE,2015004298,,DANFORTH AVE,,NO HANDRAIL OR CONCRETE SLAB.  NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED 3 BUCKETS OF FLOATABLES OUT OF WEIR EXERCISE REGULATOR. ,7/8/2015,7/8/2015
SEWER MAINTENANCE,2015004299,,DANFORTH AVE,,NO HANDRAIL OR CONCRETE SLAB.  NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED 3 BUCKETS OF FLOATABLES OUT OF WEIR EXERCISE REGULATOR. ,7/8/2015,7/8/2015
SEWER MAINTENANCE,2015004300,,DANFORTH AVE,,"NO BARSCREEN, GRATING, HANDRAIL OR CONCRETE SLAB.  STATIC WEIR INSPECTION NO DWO REMOVED SOME DEBRIS OFF LADDERS.   ",7/8/2015,7/8/2015
SEWER MAINTENANCE,2015004301,,MINA DR,,NO HANDRAIL.  NOTE:  RETURN TO PLANT TO EMPTY GARBAGE CAN OF DEBRIS FROM CHAMBER.  NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED 3 BUCKETS OF FLOATABLES OUT OF WEIR EXERCISE REGULATOR. ,7/8/2015,7/8/2015
SEWER MAINTENANCE,2015004302,,FISK ST,,NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED 3 BUCKETS OF FLOATABLES OUT OF WEIR EXERCISE REGULATOR. ,7/8/2015,7/8/2015
SEWER MAINTENANCE,2015004303,,BROWN PL,,NO HANDRAIL.  NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED 3 BUCKETS OF FLOATABLES OUT OF WEIR EXERCISE REGULATOR. ,7/8/2015,7/8/2015
SEWER MAINTENANCE,2015003895,181,ERIE ST,,"RESET THE MANHOLE  COVER WITH WASHER.
",7/8/2015,6/24/2015
SEWER MAINTENANCE,2015004276,103  111,EGE AVE,,"JETTED AND VACUUMED THE SEWER.
",7/8/2015,7/8/2015
SEWER MAINTENANCE,2015004881,,MAPLE ST,PINE ST,"CLEANED THE NW,SW, NE AND SE CATCH BASINS.
",7/8/2015,7/8/2015
SEWER MAINTENANCE,2015004883,,SPRING ST,TERHUNE AVE,"CLEANED THE NE AND SE CATCH BASINS.
",7/8/2015,7/8/2015
SEWER MAINTENANCE,2015004470,281,PALISADE AVE,,"USED THE ELECTRIC EEL TO SERVICE THE SEWER
",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004471,665 - 679,SUMMIT AVE,,"USED THE ELECTRIC EEL TO SERVICE THE SEWER
",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004472,145,SAINT PAULS AVE,,"USED THE ELECTRIC EEL TO SERVICE THE SEWER
",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004473,84,BLEECKER ST,,"USED THE ELECTRIC EEL TO SERVICE THE SEWER
",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004474,242,GRIFFITH ST,,"USED THE ELECTRIC EEL TO SERVICE THE SEWER
",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004939,209,16TH ST,,JETTED AND VACUUMED MANHOLE N414 TO N412,7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004940,,GATES AVE,KENNEDY BLVD,"JETTED AND FLUSHED THE SEWER.
",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004941,,OCEAN AVE,GATES AVE,"JETTED AND VACUUMED THE SEWER.
",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004954,,OCEAN AVE,ORIENT AVE,"FLUSHED AND RINSE THE MAIN SEWER.
",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004530,,EGE AVE,MARTIN LUTHER KING DR,USED 60-SHOVELS OF COLD PATCH TO FILL HOLE IN STREET.,7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004727,,WASHINGTON BLVD,18TH ST,"CLEANED TEN (10) CATCH BASINS
",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004728,,BOWERS ST,CENTRAL AVE,CLEANED THE NE CATCH BASIN,7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004729,,CENTRAL AVE,SOUTH ST,"CLEANED THE SW AND NE CATCH BASINS
",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004730,,CENTRAL AVE,NORTH ST,"CLEANED THE SW CATCH BASIN
",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004731,,BOORAEM AVE,CENTRAL AVE,"CLEANED THE NE CATCH BASIN
",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004732,,MARTIN LUTHER KING DR,WADE ST,CLEANED THE SW AND NW CATCH BASINS,7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004733,,BIDWELL AVE,OCEAN AVE,"CLEANED THE NE AND SE CATCH BASINS
",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004734,,OCEAN AVE,WILKINSON AVE,"CLEANED THE NE AND SE CATCH BASINS
",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004735,364,VAN NOSTRAND AVE,,"CLEANED THE CATCH BASIN
",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004736,,STERLING AVE,STEVENS AVE,"CLEANED THE NE AND SE CATCH BASINS
",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004737,233,STEVENS AVE,,"CLEANED THE CATCH BASIN
",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015002586,286,1ST ST,,"MAIN SEWER IS FUNCTIONING PROPERLY.  THE SMELL IS COMING FROM THE SUMP PUMP IN THE BASEMENT.
",7/9/2015,5/5/2015
SEWER MAINTENANCE,2015003903,346,GROVE ST,,"MAIN SEWER IS FUNCTIONING PROPERLY.  HEAVY RAIN EVENT.
",7/9/2015,6/24/2015
SEWER MAINTENANCE,2015004294,59,BRIGHT ST,,"MAIN SEWER IS FUNCTIONING PROPERLY.
",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004304,384,EGE AVE,,"RESET THE MANHOLE COVER AT THIS LOCATION.
",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004322,,RICHARD ST,,1 SCOOP AFTER WASH.  NETS GOOD.  USED JET GUN ABOVE GROUND NCE I WAS SCOOP NET AT WSP CHECKING ROLL OFF FOR MINA DR. CHANGE 7/10 VERIFY WITH CREW.  MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. ,7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004323,,CLAREMONT AVE,CARTERET AVE,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. REMOVED FLOATABLES DOWNSTREAM.PLEASE PERFORM MAINTENANCE ON THE NETTING CHAMBER. MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD.  ,7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004324,,MILL CREEK,,MANHOOLE COVER MISSING AT REGULATOR CHAMBER. WEATHER CONDITIONS MILD. ,7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004325,,ESSEX ST,,CHAIN PENDING. MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. ,7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004326,,2ND ST,,"SPOT CHECK SENT CREW TO 6TH, 14TH.  MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. ",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004327,,6TH ST,,SPOT CHECK. HARRIS & LOVELACE LUNCH OFF AT 2 MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. ,7/9/2015,7/9/2015
